address,price,type,no_bed,no_bath,agent,url,garden,parking,new_home,postcode
"Rocksborough House, 117-123 Warwick Road, Solihull, West Midlands, B92",125000,Flat,2,1,"John Shepherd, Solihull",https://www.rightmove.co.uk/properties/153956999#/?channel=RES_BUY,False,True,False,B92
"Rocksborough House, Warwick Road, Solihull",160000,Apartment,1,1,"Smart Homes Ltd, Shirley",https://www.rightmove.co.uk/properties/150107714#/?channel=RES_BUY,False,True,False,
"Rocksborough House, Warwick Road, Solihull, West Midlands, B92",195000,Flat,2,1,"Ying Wah Property, Manchester",https://www.rightmove.co.uk/properties/152364233#/?channel=RES_BUY,False,True,False,B92
"Roma Road, Birmingham",180000,Terraced,3,1,"Connells, Kings Heath",https://www.rightmove.co.uk/properties/150848075#/?channel=RES_BUY,True,True,False,
"Rosebriars, Majors Green , B90 1EG",650000,Detached,5,2,"Black & Golds Estate Agents, Solihull",https://www.rightmove.co.uk/properties/152989676#/?channel=RES_BUY,True,True,False,B90 1EG
"Rowney Croft, Birmingham, B28",475000,Detached,4,2,"Purplebricks, covering Birmingham",https://www.rightmove.co.uk/properties/150408803#/?channel=RES_BUY,True,True,False,B28
"Rowney Croft, Birmingham, West Midlands, B28",475000,Detached,4,2,"A P Morgan, Shirley",https://www.rightmove.co.uk/properties/151687274#/?channel=RES_BUY,True,True,False,B28
"Runnymede Road, Birmingham",315000,Semi-Detached,3,1,"Manny Klarico, Hall Green",https://www.rightmove.co.uk/properties/144755465#/?channel=RES_BUY,True,True,False,
"Russell Road, Hall Green",450000,Semi-Detached,5,3,"Manny Klarico, Hall Green",https://www.rightmove.co.uk/properties/152291753#/?channel=RES_BUY,True,True,False,
"Rydal Way, Hall Green, Birmingham",200000,Terraced,3,1,"Melvyn Danes, Shirley",https://www.rightmove.co.uk/properties/154290716#/?channel=RES_BUY,True,True,False,
"Rye Croft, Birmingham, West Midlands, B27",190000,Terraced,2,1,"Bairstow Eves, Acocks Green",https://www.rightmove.co.uk/properties/138280799#/?channel=RES_BUY,False,True,False,B27
"Ryefield Close,Solihull B91 1PP",850000,Detached,5,2,"Clive Tanner Wyatts, Hall Green",https://www.rightmove.co.uk/properties/152341013#/?channel=RES_BUY,True,True,False,B91 1PP
"Sandgate Road, Hall Green",270000,Semi-Detached,3,1,"Smart Homes Ltd, Shirley",https://www.rightmove.co.uk/properties/150244922#/?channel=RES_BUY,True,True,False,
"Sandgate Road, Hall Green",305000,Semi-Detached,3,1,"Smart Homes Ltd, Shirley",https://www.rightmove.co.uk/properties/150280853#/?channel=RES_BUY,True,True,False,
"Sandgate Road, Hall Green",365000,Semi-Detached,4,2,"Smart Homes Ltd, Shirley",https://www.rightmove.co.uk/properties/154272017#/?channel=RES_BUY,True,True,False,
"Sandy Hill Road, Shirley, Solihull, West Midlands, B90",660000,Detached,5,3,"A P Morgan, Shirley",https://www.rightmove.co.uk/properties/152608328#/?channel=RES_BUY,True,True,False,B90
"Sansome Road, Shirley, Solihull",180000,Maisonette,2,1,"Horton & Senate, Shirley",https://www.rightmove.co.uk/properties/153417065#/?channel=RES_BUY,True,False,False,
"Sarehole Road, Birmingham",280000,Terraced,3,2,"Shipways, Shirley",https://www.rightmove.co.uk/properties/153945764#/?channel=RES_BUY,True,False,False,
"Sarehole Road, Birmingham",320000,House,3,1,"Oakmans Estate Agents, Shirley",https://www.rightmove.co.uk/properties/153934745#/?channel=RES_BUY,True,True,False,
"Sarehole Road, Birmingham, B28 8EF",270000,Semi-Detached,3,1,"Arden Estates, Solihull",https://www.rightmove.co.uk/properties/153884801#/?channel=RES_BUY,True,True,False,B28 8EF
"School Road, B90",310000,Semi-Detached,3,1,"Black & Golds Estate Agents, Solihull",https://www.rightmove.co.uk/properties/153839528#/?channel=RES_BUY,True,True,False,B90
"School Road, Moseley",155000,Flat,2,1,"Rice Chamberlains LLP, Moseley",https://www.rightmove.co.uk/properties/148034009#/?channel=RES_BUY,True,False,False,
"School Road, Moseley, Birmingham",190000,Maisonette,2,1,"Heritage Estate Agency, Kings Heath",https://www.rightmove.co.uk/properties/153537428#/?channel=RES_BUY,True,True,False,
"School Road, Moseley, Birmingham, B13",495000,Semi-Detached,3,1,"Robert Oulsnam & Company, Moseley",https://www.rightmove.co.uk/properties/149584103#/?channel=RES_BUY,True,True,False,B13
"School Road, Shirley, Solihull",475000,Detached,4,1,"DM & Co. Homes, Solihull",https://www.rightmove.co.uk/properties/153675497#/?channel=RES_BUY,True,True,False,
"Scorers Close, Shirley, B90",525000,Detached,3,2,"Xact Homes, Solihull",https://www.rightmove.co.uk/properties/153638645#/?channel=RES_BUY,True,True,False,B90
"Scott Road, Solihull",250000,End of Terrace,2,1,"Ruxton Independent Estate Agents & Valuers, Solihull",https://www.rightmove.co.uk/properties/154336958#/?channel=RES_BUY,True,False,False,
"Selby Grove, Birmingham",230000,Semi-Detached,3,1,"Burchell Edwards, Shirley",https://www.rightmove.co.uk/properties/145724087#/?channel=RES_BUY,True,True,False,
"Severne Road, Acocks Green, B27",225000,Semi-Detached,3,1,"Martin & Co, Harborne",https://www.rightmove.co.uk/properties/149834657#/?channel=RES_BUY,True,True,False,B27
"Severne Road, Birmingham",215000,House,3,1,"Oakmans Estate Agents, Shirley",https://www.rightmove.co.uk/properties/153368144#/?channel=RES_BUY,True,True,False,
"Severne grove, Acocks Green",235000,Terraced,3,1,"Manny Klarico, Hall Green",https://www.rightmove.co.uk/properties/150406424#/?channel=RES_BUY,True,True,False,
"Shaftmoor Lane, Hall Green, Birmingham,  West Midlands,  B28 8SW",320000,End of Terrace,2,3,David Wilson Homes,https://www.rightmove.co.uk/properties/154177844#/?channel=RES_BUY,True,True,True,B28 8SW
"Shaftmoor Lane, Hall Green, Birmingham,  West Midlands,  B28 8SW",399995,Semi-Detached,3,3,David Wilson Homes,https://www.rightmove.co.uk/properties/149527079#/?channel=RES_BUY,True,True,True,B28 8SW
"Shaftmoor Lane, Hall Green, Birmingham,  West Midlands,  B28 8SW",399995,Semi-Detached,3,3,David Wilson Homes,https://www.rightmove.co.uk/properties/149644874#/?channel=RES_BUY,True,True,True,B28 8SW
"Shaftmoor Lane, Hall Green, Birmingham,  West Midlands,  B28 8SW",445000,Detached,3,3,David Wilson Homes,https://www.rightmove.co.uk/properties/148910312#/?channel=RES_BUY,True,True,True,B28 8SW
"Shaftmoor Lane, Hall Green, Birmingham,  West Midlands,  B28 8SW",445000,Detached,3,3,David Wilson Homes,https://www.rightmove.co.uk/properties/154084715#/?channel=RES_BUY,True,True,True,B28 8SW
"Shaftmoor Lane, Hall Green, Birmingham,  West Midlands,  B28 8SW",520000,Detached,4,3,David Wilson Homes,https://www.rightmove.co.uk/properties/153971048#/?channel=RES_BUY,True,True,True,B28 8SW
"Shaftmoor Lane, Hall Green, Birmingham,  West Midlands,  B28 8SW",525000,Detached,4,3,David Wilson Homes,https://www.rightmove.co.uk/properties/150969773#/?channel=RES_BUY,True,True,True,B28 8SW
"Shaftmoor Lane, Hall Green, West Midlands, B28 8SN",330995,Terraced,3,3,Barratt Homes,https://www.rightmove.co.uk/properties/151443134#/?channel=RES_BUY,True,True,True,B28 8SN
"Shaftmoor Lane, Hall Green, West Midlands, B28 8SN",379995,Detached,3,3,Barratt Homes,https://www.rightmove.co.uk/properties/143029916#/?channel=RES_BUY,True,False,True,B28 8SN
"Shaftmoor Lane, Hall Green, West Midlands, B28 8SN",381995,Detached,3,3,Barratt Homes,https://www.rightmove.co.uk/properties/147326681#/?channel=RES_BUY,False,True,True,B28 8SN
"Shaftmoor Lane, Hall Green, West Midlands, B28 8SN",389995,Detached,3,3,Barratt Homes,https://www.rightmove.co.uk/properties/153918752#/?channel=RES_BUY,True,True,True,B28 8SN
"Shaftmoor Lane, Hall Green, West Midlands, B28 8SN",394995,Semi-Detached,4,3,Barratt Homes,https://www.rightmove.co.uk/properties/153762278#/?channel=RES_BUY,False,True,True,B28 8SN
"Shaftmoor Lane, Hall Green, West Midlands, B28 8SN",394995,Semi-Detached,4,3,Barratt Homes,https://www.rightmove.co.uk/properties/153762281#/?channel=RES_BUY,True,True,True,B28 8SN
"Shaftmoor Lane, Hall Green, West Midlands, B28 8SN",404995,Detached,3,3,Barratt Homes,https://www.rightmove.co.uk/properties/153918755#/?channel=RES_BUY,True,True,True,B28 8SN
"Shaftmoor Lane, Hall Green, West Midlands, B28 8SN",459995,Semi-Detached,5,3,Barratt Homes,https://www.rightmove.co.uk/properties/150458210#/?channel=RES_BUY,True,True,True,B28 8SN
"Shaftmoor Lane, Hall Green, West Midlands, B28 8SN",459995,Semi-Detached,5,3,Barratt Homes,https://www.rightmove.co.uk/properties/150458213#/?channel=RES_BUY,True,False,True,B28 8SN
"Shaftmoor Lane, Hall Green, West Midlands, B28 8SN",469995,Semi-Detached,5,3,Barratt Homes,https://www.rightmove.co.uk/properties/154136225#/?channel=RES_BUY,True,True,True,B28 8SN
"Shakespeare Drive, Shirley",500000,Detached Bungalow,3,1,"Smart Homes Ltd, Shirley",https://www.rightmove.co.uk/properties/150109097#/?channel=RES_BUY,True,True,False,
"Shakespeare Drive, Shirley, Solihull, West Midlands, B90",575000,Detached,4,1,"A P Morgan, Shirley",https://www.rightmove.co.uk/properties/151904570#/?channel=RES_BUY,True,True,False,B90
"Sharmans Cross Road, Solihull",800000,Detached,4,1,"DM & Co. Homes, Solihull",https://www.rightmove.co.uk/properties/154050476#/?channel=RES_BUY,True,True,False,
"Sharmans Cross Road, Solihull",850000,Detached,4,1,"DM & Co. Homes, Solihull",https://www.rightmove.co.uk/properties/149030648#/?channel=RES_BUY,True,True,False,
"Shawbrook Grove, Birmingham",210000,Semi-Detached,3,1,"Connells, Kings Heath",https://www.rightmove.co.uk/properties/150575708#/?channel=RES_BUY,True,False,False,
"Sherwood Road, Birmingham",350000,Semi-Detached,3,1,"Manny Klarico, Hall Green",https://www.rightmove.co.uk/properties/153754076#/?channel=RES_BUY,True,True,False,
"Sherwood Road, Birmingham, West Midlands, B28",350000,Semi-Detached,3,1,"Dixons, Acocks Green",https://www.rightmove.co.uk/properties/147161261#/?channel=RES_BUY,True,True,False,B28
"Shirley Road, Acocks Green",335000,Semi-Detached,4,1,"Encasa, Olton",https://www.rightmove.co.uk/properties/142565513#/?channel=RES_BUY,False,False,False,
"Shirley Road, Acocks Green, B27",335000,Semi-Detached,4,2,"Xact Homes, Solihull",https://www.rightmove.co.uk/properties/143898950#/?channel=RES_BUY,True,True,False,B27
"Shirley Road, Acocks Green, Birmingham, West Midlands, B27",165000,Flat,2,2,"Dixons, Acocks Green",https://www.rightmove.co.uk/properties/154044839#/?channel=RES_BUY,False,True,False,B27
"Shirley Road, Acocks Green, Birmingham, West Midlands, B27",230000,Terraced,4,1,"Bairstow Eves, Acocks Green",https://www.rightmove.co.uk/properties/142927958#/?channel=RES_BUY,True,True,False,B27
"Shirley Road, Acocks Green, Birmingham, West Midlands, B27",430000,Semi-Detached,4,2,"A P Morgan, Shirley",https://www.rightmove.co.uk/properties/152092067#/?channel=RES_BUY,True,True,False,B27
"Shirley Road, BIRMINGHAM, West Midlands, B27",160000,Flat,3,1,"Bairstow Eves, Acocks Green",https://www.rightmove.co.uk/properties/153187571#/?channel=RES_BUY,False,True,False,B27
"Shirley Road, Hall Green",310000,Semi-Detached,3,2,"Manny Klarico, Hall Green",https://www.rightmove.co.uk/properties/148471352#/?channel=RES_BUY,True,True,False,
"Shirley Road, Hall Green",490000,Semi-Detached,5,2,"Manny Klarico, Hall Green",https://www.rightmove.co.uk/properties/145740905#/?channel=RES_BUY,True,True,False,
"Shirley Road, Hall Green, Birmingham, B28 9JR",425000,Semi-Detached,4,1,"Black & Golds Estate Agents, Solihull",https://www.rightmove.co.uk/properties/149577443#/?channel=RES_BUY,True,True,False,B28 9JR
"Shirley Road, Hall Green, Birmingham, B28 9JR",470000,Semi-Detached,5,3,"Black & Golds Estate Agents, Solihull",https://www.rightmove.co.uk/properties/143326661#/?channel=RES_BUY,True,True,False,B28 9JR
"Shorters Avenue, Warstock, Birmingham",150000,Apartment,2,2,"Leaders Sales, Maypole",https://www.rightmove.co.uk/properties/151556153#/?channel=RES_BUY,False,True,False,
"Shotteswell Road, Shirley",385000,Link Detached House,3,1,"Smart Homes Ltd, Shirley",https://www.rightmove.co.uk/properties/153338459#/?channel=RES_BUY,True,True,False,
"Showell Green Lane, BIRMINGHAM",280000,Semi-Detached,3,1,"Burchell Edwards, Shirley",https://www.rightmove.co.uk/properties/154453652#/?channel=RES_BUY,True,True,False,
"Sidenhill Close, Shirley",500000,Detached,5,2,"Smart Homes Ltd, Shirley",https://www.rightmove.co.uk/properties/153176723#/?channel=RES_BUY,True,True,False,
"Sladepool Farm Road, Birmingham",250000,Semi-Detached,3,1,"Shipways, Shirley",https://www.rightmove.co.uk/properties/153840470#/?channel=RES_BUY,True,True,False,
"Sladepool Farm Road, Maypole, Birmingham",260000,Semi-Detached,3,1,"Leaders Sales, Maypole",https://www.rightmove.co.uk/properties/149848133#/?channel=RES_BUY,True,True,False,
"Sleaford Road, Birmingham",120000,Maisonette,1,1,"Shipways, Shirley",https://www.rightmove.co.uk/properties/154294586#/?channel=RES_BUY,True,False,False,
"Sleaford Road, Hall Green",120000,Maisonette,1,1,"Manny Klarico, Hall Green",https://www.rightmove.co.uk/properties/146880086#/?channel=RES_BUY,False,False,False,
"Smirrells Road, Birmingham",325000,Semi-Detached Bungalow,2,1,"Agreed.co.uk, Nationwide",https://www.rightmove.co.uk/properties/151632428#/?channel=RES_BUY,True,True,False,
"Solihull Lane, Birmingham",279950,Semi-Detached,3,1,"Melvyn Danes, Shirley",https://www.rightmove.co.uk/properties/152238788#/?channel=RES_BUY,True,True,False,
"Solihull Lane, Birmingham, B28",450000,Detached,3,2,"Purplebricks, covering Birmingham",https://www.rightmove.co.uk/properties/117586901#/?channel=RES_BUY,True,True,False,B28
"Solihull Lane, Birmingham, B28 9LU",305000,Semi-Detached,3,2,"SmoothSale, Leeds",https://www.rightmove.co.uk/properties/154583888#/?channel=RES_BUY,True,True,False,B28 9LU
"Solihull Road, Shirley, Solihull, West Midlands",390000,Bungalow,3,1,"Alderwood Estate Agents in association with Arden Estate Agents, Birmingham",https://www.rightmove.co.uk/properties/148986287#/?channel=RES_BUY,True,True,False,
"Solihull Road, Sparkhill",220000,Terraced,3,1,"Rice Chamberlains LLP, Moseley",https://www.rightmove.co.uk/properties/153137111#/?channel=RES_BUY,True,False,False,
"Sorrell Drive, Hazelwood Road, Birmingham, B27",130000,Flat,2,1,"Bairstow Eves, Acocks Green",https://www.rightmove.co.uk/properties/144967691#/?channel=RES_BUY,False,True,False,B27
"Southam Road, Birmingham",525000,Semi-Detached,4,1,"BU Homes, Solihull",https://www.rightmove.co.uk/properties/154142024#/?channel=RES_BUY,True,True,False,
"Southam Road, Birmingham, B28 0AB",350000,Semi-Detached,3,2,"Arden Estates, Solihull",https://www.rightmove.co.uk/properties/150897734#/?channel=RES_BUY,True,True,False,B28 0AB
"Southam Road, Birmingham, West Midlands, B28",490000,Detached,4,1,"British Homesellers, National",https://www.rightmove.co.uk/properties/153870275#/?channel=RES_BUY,True,True,False,B28
"Springfield Road, Birmingham, B13",85000,Flat,1,1,"Let Property Sales & Management, Glasgow",https://www.rightmove.co.uk/properties/146671613#/?channel=RES_BUY,True,False,False,B13
"Springfield Road, Kings Heath, Birmingham, West Midlands, B14",550000,Terraced,5,1,"Robert Oulsnam & Company, Kings Heath",https://www.rightmove.co.uk/properties/146206742#/?channel=RES_BUY,True,True,False,B14
"Springfield Road, Moseley, Birmingham, B13",375000,Semi-Detached,4,3,"Robert Oulsnam & Company, Moseley",https://www.rightmove.co.uk/properties/150738041#/?channel=RES_BUY,True,True,False,B13
"Springfield Road, Moseley, Birmingham, West Midlands, B13",375000,Semi-Detached,4,3,"Dixons, Moseley",https://www.rightmove.co.uk/properties/150879773#/?channel=RES_BUY,True,True,False,B13
"St Agnes Road, Moseley, Birmingham, B13",745000,Semi-Detached,6,2,"Robert Oulsnam & Company, Moseley",https://www.rightmove.co.uk/properties/133217753#/?channel=RES_BUY,True,True,False,B13
"St Bernards Road, Solihull",700000,Detached,4,2,"Smart Homes Ltd, Shirley",https://www.rightmove.co.uk/properties/150109985#/?channel=RES_BUY,True,True,False,
"St. Bernards Road, Olton, Solihull",850000,Detached,5,3,"Andrew Grant, Covering the West Midlands",https://www.rightmove.co.uk/properties/154454360#/?channel=RES_BUY,True,True,False,
"St. Bernards Road, Solihull",340000,Apartment,2,2,"Burchell Edwards, Solihull",https://www.rightmove.co.uk/properties/151797785#/?channel=RES_BUY,True,True,False,
"St. Bernards Road, Solihull, B92",1000000,Detached,6,4,"Yopa, North West & Midlands",https://www.rightmove.co.uk/properties/151316627#/?channel=RES_BUY,False,True,False,B92
"St. Bernards Road, Solihull, B92",1250000,Detached,6,4,"John Shepherd Collection, Solihull",https://www.rightmove.co.uk/properties/142122578#/?channel=RES_BUY,True,True,False,B92
"St. Francis Avenue, Solihull",329950,Semi-Detached,2,2,"Ruxton Independent Estate Agents & Valuers, Solihull",https://www.rightmove.co.uk/properties/154549718#/?channel=RES_BUY,True,True,False,
"Stanley Close, Birmingham",125000,Apartment,1,1,"Shipways, Shirley",https://www.rightmove.co.uk/properties/150942035#/?channel=RES_BUY,False,True,False,
"Stanton Road, Shirley, Solihull, B90",495000,Link Detached House,4,2,"Yopa, North West & Midlands",https://www.rightmove.co.uk/properties/153725192#/?channel=RES_BUY,True,True,False,B90
"Stockfield Road, Acocks Green, Birmingham, West Midlands, B27",365000,End of Terrace,5,2,"Dixons, Acocks Green",https://www.rightmove.co.uk/properties/153009605#/?channel=RES_BUY,True,True,False,B27
"Stockley Crescent, Shirley, B90",475000,Detached,3,2,"Xact Homes, Solihull",https://www.rightmove.co.uk/properties/145403699#/?channel=RES_BUY,True,True,False,B90
"Stoneleigh Road, Solihull",600000,Detached,4,1,"Smart Homes Ltd, Shirley",https://www.rightmove.co.uk/properties/152072171#/?channel=RES_BUY,True,True,False,
"Stonerwood Avenue, Hall Green",435000,Semi-Detached,4,2,"Manny Klarico, Hall Green",https://www.rightmove.co.uk/properties/150786062#/?channel=RES_BUY,True,True,False,
"Stonor Road, Hall Green",375000,Semi-Detached,4,1,"Smart Homes Ltd, Shirley",https://www.rightmove.co.uk/properties/153304262#/?channel=RES_BUY,True,True,False,
"Stratford Road, Hall Green, Birmingham",160000,Flat,1,1,"Burchell Edwards, Shirley",https://www.rightmove.co.uk/properties/152805698#/?channel=RES_BUY,False,True,False,
"Stratford Road, Hall Green, Birmingham, West Midlands, B28",160000,Apartment,1,1,"A P Morgan, Shirley",https://www.rightmove.co.uk/properties/150530342#/?channel=RES_BUY,True,True,False,B28
"Stratford Road, Shirley, B90",225000,Apartment,2,1,"Xact Homes, Solihull",https://www.rightmove.co.uk/properties/154067849#/?channel=RES_BUY,True,True,False,B90
"Stratford Road, Shirley, Solihull",225000,Apartment,2,2,"Oakmans Estate Agents, Shirley",https://www.rightmove.co.uk/properties/154120595#/?channel=RES_BUY,False,True,False,
"Stratford Road, Shirley, Solihull",440000,Semi-Detached,4,2,"DM & Co. Land & New Homes, Solihull",https://www.rightmove.co.uk/properties/154331747#/?channel=RES_BUY,True,True,True,
"Stratford Road, Shirley, Solihull",445000,Semi-Detached,4,2,"DM & Co. Land & New Homes, Solihull",https://www.rightmove.co.uk/properties/154332299#/?channel=RES_BUY,True,True,True,
"Stratford Road, Shirley, Solihull",445000,Semi-Detached,4,2,"DM & Co. Land & New Homes, Solihull",https://www.rightmove.co.uk/properties/154332521#/?channel=RES_BUY,True,True,True,
"Stratford Road, Shirley, Solihull",485000,Detached,4,2,"DM & Co. Land & New Homes, Solihull",https://www.rightmove.co.uk/properties/144413441#/?channel=RES_BUY,True,True,True,
"Stratford Road, Shirley, Solihull, B90",220000,Apartment,2,1,"Ginger, covering Solihull, Balsall Common & Coventry",https://www.rightmove.co.uk/properties/146498243#/?channel=RES_BUY,False,True,False,B90
"Stratford Road, Shirley, Solihull, B90 3BH",197500,Flat,2,2,"Black & Golds Estate Agents, Solihull",https://www.rightmove.co.uk/properties/148514960#/?channel=RES_BUY,False,True,False,B90 3BH
"Stratford Road, Shirley, Solihull, West Midlands, B90",200000,Apartment,2,2,"A P Morgan, Shirley",https://www.rightmove.co.uk/properties/150986045#/?channel=RES_BUY,False,True,False,B90
"Stratford Road, Shirley, Solihull, West Midlands, B90",215000,Apartment,2,2,"A P Morgan, Shirley",https://www.rightmove.co.uk/properties/154452347#/?channel=RES_BUY,False,True,False,B90
"Streetsbrook Road, Shirley",395000,Detached Bungalow,3,1,"Ruxton Independent Estate Agents & Valuers, Solihull",https://www.rightmove.co.uk/properties/148492775#/?channel=RES_BUY,True,True,False,
"Streetsbrook Road, Shirley",550000,Detached,4,2,"Encasa, Olton",https://www.rightmove.co.uk/properties/151781246#/?channel=RES_BUY,True,True,False,
"Streetsbrook Road, Shirley, Solihull, B90 3PL",450000,Semi-Detached,5,2,"Black & Golds Estate Agents, Solihull",https://www.rightmove.co.uk/properties/153265295#/?channel=RES_BUY,True,True,False,B90 3PL
"Streetsbrook Road, Shirley, Solihull, West Midlands, B90",550000,Detached,4,2,"John Shepherd, Solihull",https://www.rightmove.co.uk/properties/153612203#/?channel=RES_BUY,True,True,False,B90
"Streetsbrook Road, Shirley, Solihull, West Midlands, B90",650000,Semi-Detached,5,2,"A P Morgan, Shirley",https://www.rightmove.co.uk/properties/153640460#/?channel=RES_BUY,True,True,False,B90
"Streetsbrook Road, Solihull",465000,House,3,2,"Oakmans Estate Agents, Shirley",https://www.rightmove.co.uk/properties/151074476#/?channel=RES_BUY,True,True,False,
"Streetsbrook Road, Solihull, B91",2250000,Detached,6,5,"DM & Co. Premium, Dorridge",https://www.rightmove.co.uk/properties/145509839#/?channel=RES_BUY,True,True,False,B91
"Streetsbrook Road, Solihull, West Midlands, B91",875000,Detached,5,3,"A P Morgan, Shirley",https://www.rightmove.co.uk/properties/154374056#/?channel=RES_BUY,True,True,False,B91
"Stroud Road, Shirley, B90",330000,Semi-Detached,3,1,"Open House Estate Agents, Nationwide",https://www.rightmove.co.uk/properties/151022504#/?channel=RES_BUY,True,True,False,B90
"Stroud Road, Shirley, B90",365000,Semi-Detached,3,1,"Xact Homes, Solihull",https://www.rightmove.co.uk/properties/154448708#/?channel=RES_BUY,True,True,False,B90
"Sunningdale Road, Birmingham, B11",219000,Terraced Bungalow,3,1,"Purplebricks, covering Birmingham",https://www.rightmove.co.uk/properties/153137747#/?channel=RES_BUY,True,True,False,B11
"Swanshurst Lane, Birmingham",825000,Semi-Detached,7,2,"Burchell Edwards, Shirley",https://www.rightmove.co.uk/properties/152437241#/?channel=RES_BUY,True,True,False,
"Swanshurst Lane, Moseley",400000,Semi-Detached,3,1,"Smart Homes Ltd, Shirley",https://www.rightmove.co.uk/properties/152338715#/?channel=RES_BUY,True,True,False,
"Swanshurst Lane, Moseley, Birmingham",525000,Semi-Detached,5,2,"Shipways, Harborne",https://www.rightmove.co.uk/properties/149636519#/?channel=RES_BUY,True,True,False,
"Swanswell Road, Solihull, West Midlands",400000,Detached,3,1,"Alderwood Estate Agents in association with Arden Estate Agents, Birmingham",https://www.rightmove.co.uk/properties/153837188#/?channel=RES_BUY,True,True,False,
"Swanswell Road, Solihull, West Midlands, B92",325000,Semi-Detached,3,1,"Dixons, Solihull",https://www.rightmove.co.uk/properties/154041152#/?channel=RES_BUY,True,True,False,B92
"Swinbrook Way, Shirley, Solihull",600000,Detached,4,2,"DM & Co. Homes, Solihull",https://www.rightmove.co.uk/properties/148779563#/?channel=RES_BUY,True,True,False,
"Tavistock Road, Birmingham, B27",245000,Terraced,2,1,"Purplebricks, covering Birmingham",https://www.rightmove.co.uk/properties/148304942#/?channel=RES_BUY,True,True,False,B27
"Tavistock Road, Birmingham, West Midlands, B27",240000,Terraced,2,1,"Dixons, Acocks Green",https://www.rightmove.co.uk/properties/154411937#/?channel=RES_BUY,True,True,False,B27
"Tean Close, Birmimgham, B11",187000,Terraced,2,1,"Purplebricks, covering Birmingham",https://www.rightmove.co.uk/properties/151500047#/?channel=RES_BUY,True,True,False,B11
"Tenby Road, Birmingham",200000,Terraced,3,1,"Manny Klarico, Hall Green",https://www.rightmove.co.uk/properties/147675044#/?channel=RES_BUY,True,True,False,
"Tenchlee Place, Hall Green, Birmingham",330000,Semi-Detached,3,2,"Connells, Birmingham City",https://www.rightmove.co.uk/properties/141188108#/?channel=RES_BUY,True,True,True,
"Tenchlee Place, Hall Green, Birmingham",399995,Semi-Detached,3,3,"Connells, Birmingham City",https://www.rightmove.co.uk/properties/125129780#/?channel=RES_BUY,True,True,True,
"Tenchlee Place, Hall Green, Birmingham",435000,Detached,3,3,"Connells, Birmingham City",https://www.rightmove.co.uk/properties/133873349#/?channel=RES_BUY,True,True,True,
"Tenchlee Place, Hall Green, Birmingham",520000,Detached,4,3,"Connells, Birmingham City",https://www.rightmove.co.uk/properties/135112643#/?channel=RES_BUY,True,True,True,
"Tetley Road, Tyseley",345000,Semi-Detached,3,1,"Smart Homes Ltd, Shirley",https://www.rightmove.co.uk/properties/154506164#/?channel=RES_BUY,True,True,False,
"The Academy, 53 Wake Green Road, Moseley, Birmingham, B13",165000,Apartment,1,1,"Nicholas George Ltd, Moseley",https://www.rightmove.co.uk/properties/150856313#/?channel=RES_BUY,False,True,False,B13
"The Avenue, Acocks Green, Birmingham",205000,Terraced,3,1,"Encasa, Olton",https://www.rightmove.co.uk/properties/149914769#/?channel=RES_BUY,True,False,False,
"The Avenue, Acocks Green, Birmingham",235000,Terraced,3,1,"Oakmans Estate Agents, Shirley",https://www.rightmove.co.uk/properties/148396700#/?channel=RES_BUY,True,False,False,
"The Avenue, Acocks Green, Birmingham",250000,Semi-Detached,3,1,"Burchell Edwards, Shirley",https://www.rightmove.co.uk/properties/148082900#/?channel=RES_BUY,True,True,False,
"The Avenue, BIRMINGHAM, West Midlands, B27",140000,Flat,2,2,"Dixons, Acocks Green",https://www.rightmove.co.uk/properties/149936888#/?channel=RES_BUY,False,True,False,B27
"The Centre Way, Birmingham, B14",210000,Terraced,2,1,"Purplebricks, covering Birmingham",https://www.rightmove.co.uk/properties/148273370#/?channel=RES_BUY,True,True,False,B14
"The Elms - The Collaton, Shaftmoor Lane, Hall Green",391995,Detached,3,2,"Smart Homes, New Homes, Shirley",https://www.rightmove.co.uk/properties/151942403#/?channel=RES_BUY,False,True,True,
"The Elms - The Ellerton, Shaftmoor Lane, Hall Green",330995,Semi-Detached,3,2,"Smart Homes, New Homes, Shirley",https://www.rightmove.co.uk/properties/151946498#/?channel=RES_BUY,True,True,True,
"The Elms - The Ennerdale, Shaftmoor Lane, Hall Green",369995,End of Terrace,3,2,"Smart Homes, New Homes, Shirley",https://www.rightmove.co.uk/properties/151864235#/?channel=RES_BUY,False,True,True,
"The Elms, Shaftmoor Lane, Hall Green, Birmingham, West Midlands, B28 8SN",279995,Semi-Detached,2,1,"Smart Homes, New Homes, Shirley",https://www.rightmove.co.uk/properties/151861643#/?channel=RES_BUY,True,True,True,B28 8SN
"The Elms, The Oxford, Shaftmoor Lane, Hall Green",469995,Semi-Detached,5,2,"Smart Homes, New Homes, Shirley",https://www.rightmove.co.uk/properties/151345349#/?channel=RES_BUY,True,True,True,
"The Hurst, Moseley, Birmingham",695000,Detached,5,4,"Manny Klarico, Hall Green",https://www.rightmove.co.uk/properties/151050554#/?channel=RES_BUY,True,True,False,
"The Launde, Birmingham",300000,House,4,2,"Open House Estate Agents, Nationwide",https://www.rightmove.co.uk/properties/152500106#/?channel=RES_BUY,True,True,False,
